iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
209,10.5015,0.0502202,47.1207,0.0656729,13.0517,0.38271,70.7116,0.367996,1.15509,5.87046,3.6297e+07,5.8258
210,10.5012,0.0503085,47.1181,0.0657223,13.0531,0.382799,70.7391,0.368236,1.14987,5.86855,3.61336e+07,5.82744
211,10.5007,0.050358,47.1168,0.0657074,13.0501,0.382709,70.7744,0.368104,1.14472,5.86978,3.60123e+07,5.82518
212,10.501,0.0503114,47.1169,0.0657119,13.0485,0.382496,70.7666,0.368294,1.13943,5.86971,3.58479e+07,5.82444
213,10.5007,0.0503001,47.1152,0.0656941,13.048,0.382294,70.7573,0.368268,1.13418,5.86515,3.56832e+07,5.827
214,10.5004,0.050333,47.1163,0.0656534,13.045,0.381883,70.7748,0.368331,1.12908,5.86128,3.5551e+07,5.82926
215,10.4999,0.0503546,47.1187,0.0656482,13.0355,0.381718,70.7999,0.36844,1.124,5.8614,3.53907e+07,5.83113
216,10.4995,0.0503567,47.1156,0.0655814,13.0308,0.381616,70.8024,0.36856,1.11925,5.86102,3.52293e+07,5.83507
217,10.4993,0.0503261,47.1183,0.0656236,13.0289,0.381584,70.8344,0.368719,1.11421,5.86273,3.52213e+07,5.84527
218,10.4995,0.0503184,47.1172,0.0656431,13.026,0.381446,70.8501,0.368597,1.10918,5.86445,3.52551e+07,5.84869
219,10.4997,0.0502861,47.1179,0.0656472,13.0264,0.381493,70.8653,0.368403,1.10421,5.86429,3.51056e+07,5.84806
220,10.4997,0.0502701,47.1196,0.0656516,13.0199,0.38114,70.8761,0.368343,1.30248,5.86304,3.49522e+07,5.847
221,10.5,0.0502867,47.1198,0.065699,13.0157,0.380978,70.8622,0.368352,1.2967,5.8615,3.4796e+07,5.84491
222,10.4998,0.0502625,47.1199,0.0656857,13.0153,0.381265,70.8498,0.368359,1.29096,5.86188,3.4812e+07,5.84373
223,10.4998,0.0502477,47.1205,0.0657093,13.0143,0.38149,70.8486,0.368315,1.29292,5.86329,3.46575e+07,5.84177
224,10.4993,0.0502457,47.1193,0.0657201,13.0128,0.381702,70.8574,0.368532,1.28765,5.86093,3.45038e+07,5.84041
225,10.4992,0.0502472,47.1179,0.0657183,13.0112,0.381672,70.8685,0.368614,1.28237,5.86258,3.43512e+07,5.83668
226,10.4992,0.0502474,47.1174,0.0656953,13.0122,0.381696,70.8784,0.368554,1.27735,5.86277,3.42254e+07,5.83488
227,10.4991,0.0502175,47.119,0.065661,13.0094,0.381426,70.8689,0.368507,1.27176,5.85927,3.40837e+07,5.83594
228,10.4992,0.0501758,47.1172,0.0656531,13.0194,0.381398,70.8774,0.368419,1.26629,5.85603,3.39369e+07,5.83429
229,10.4991,0.0501463,47.1166,0.0656213,13.0204,0.381433,70.865,0.368416,1.26113,5.85545,3.37964e+07,5.83465
230,10.4991,0.050142,47.1153,0.0656186,13.0184,0.381542,70.8647,0.368524,1.25586,5.85439,3.36591e+07,5.83304
231,10.4995,0.0501343,47.1146,0.0655756,13.0255,0.381672,70.8468,0.368402,1.25224,5.85734,3.35159e+07,5.83101
232,10.4996,0.0501402,47.1133,0.0655785,13.0285,0.381754,70.8536,0.368174,1.24704,5.85744,3.33731e+07,5.82843
233,10.4999,0.0500993,47.1134,0.0655959,13.026,0.38173,70.8382,0.368087,1.24184,5.85761,3.34288e+07,5.82635
234,10.5003,0.0500795,47.1125,0.0656617,13.0258,0.381854,70.844,0.368197,1.23657,5.85766,3.32885e+07,5.82435
235,10.5005,0.0500423,47.1136,0.0656862,13.0265,0.381934,70.8232,0.367995,1.23135,5.85984,3.31491e+07,5.82389
236,10.5013,0.0500173,47.1132,0.0656225,13.0308,0.381695,70.8175,0.367954,1.22617,5.86197,3.45699e+07,5.82415
237,10.5013,0.0499677,47.1117,0.0656017,13.0331,0.381606,70.7969,0.367725,1.22153,5.86435,3.44555e+07,5.82195
238,10.5012,0.0499452,47.1122,0.0655732,13.0315,0.381428,70.7912,0.367609,1.21651,5.8658,3.43116e+07,5.82079
239,10.501,0.0499726,47.1118,0.0655257,13.0303,0.381446,70.8054,0.367755,1.21147,5.86515,3.41763e+07,5.8193
240,10.5009,0.0500075,47.1103,0.0654864,13.0271,0.381676,70.8128,0.367989,1.20656,5.86862,3.40359e+07,5.81689
241,10.501,0.0500246,47.1111,0.0654775,13.0237,0.381459,70.7965,0.367905,1.20186,5.86868,3.38985e+07,5.8169
242,10.5011,0.0500129,47.109,0.0655278,13.0282,0.381427,70.7861,0.36799,1.19707,5.8683,3.3782e+07,5.81805
243,10.5014,0.0499934,47.1068,0.0655371,13.027,0.381135,70.8088,0.368108,1.19218,5.86542,3.36848e+07,5.81968
244,10.5013,0.0500056,47.1056,0.0655558,13.0299,0.38093,70.8472,0.368264,1.18733,5.86135,3.36464e+07,5.82328
245,10.5012,0.0499756,47.1076,0.0655784,13.0332,0.381012,70.8572,0.368209,1.18345,5.8622,3.35647e+07,5.82606
246,10.5011,0.0499749,47.1055,0.0655744,13.0323,0.381008,70.873,0.36812,1.18223,5.86922,3.35396e+07,5.82707
247,10.5013,0.0499662,47.1034,0.0655251,13.0277,0.381176,70.8933,0.368226,1.18099,5.86873,3.37866e+07,5.82604
248,10.5011,0.0499828,47.1021,0.0654986,13.0304,0.381436,70.9092,0.368338,1.17629,5.86581,3.36551e+07,5.82406
249,10.5007,0.0499916,47.1007,0.0654664,13.0271,0.381565,70.9202,0.368568,1.17169,5.86356,3.35546e+07,5.82374
250,10.5001,0.0500231,47.0982,0.0654404,13.0341,0.381593,70.9617,0.368937,1.16703,5.86143,3.34264e+07,5.82999
251,10.5,0.0500161,47.0966,0.0654167,13.0316,0.381585,70.9635,0.369051,1.17252,5.86264,3.32987e+07,5.83107
252,10.4997,0.0500135,47.0965,0.0654358,13.0291,0.381696,70.9757,0.368912,1.17503,5.86621,3.31717e+07,5.83073
253,10.4995,0.0500043,47.0973,0.065409,13.0229,0.381525,70.9836,0.368972,1.17305,5.86834,3.31948e+07,5.8313
254,10.4992,0.0499847,47.0983,0.0654068,13.0198,0.381378,70.9894,0.36897,1.16855,5.87021,3.31051e+07,5.83392
255,10.4991,0.0499744,47.0971,0.0653784,13.0175,0.381612,70.9938,0.369063,1.16407,5.86925,3.29769e+07,5.83095
256,10.4992,0.0499457,47.0981,0.0653785,13.0181,0.38144,70.996,0.369007,1.15962,5.86675,3.28659e+07,5.82906
257,10.499,0.0499266,47.0963,0.0653383,13.0176,0.381349,71.0111,0.369025,1.15533,5.86471,3.29638e+07,5.82992
258,10.499,0.0498992,47.0925,0.0653753,13.0192,0.381157,71.0216,0.368954,1.15439,5.86528,3.29342e+07,5.82907
259,10.4988,0.0498625,47.0893,0.0653763,13.017,0.381022,71.0355,0.368894,1.15034,5.86306,4.31456e+07,5.83076
260,10.4987,0.0498371,47.0879,0.0654023,13.019,0.380996,71.0326,0.368731,1.14597,5.8588,4.30318e+07,5.83064
261,10.499,0.0498097,47.0879,0.0653707,13.0212,0.381035,71.0384,0.36863,1.14171,5.85524,4.28693e+07,5.82863
262,10.4989,0.0497712,47.0864,0.0653638,13.0219,0.38084,71.0466,0.368695,1.14192,5.85339,4.27831e+07,5.83049
263,10.4985,0.04975,47.087,0.0653649,13.0225,0.380601,71.0708,0.368866,1.13763,5.85532,4.29718e+07,5.82918
264,10.4982,0.0497396,47.0877,0.0654097,13.0225,0.380357,71.0811,0.369045,1.13336,5.85349,4.28268e+07,5.83059
265,10.4982,0.0497119,47.0889,0.0654189,13.0272,0.380387,71.0935,0.369199,1.12916,5.85278,4.26786e+07,5.8357
266,10.4978,0.0497173,47.0881,0.0653945,13.0239,0.380185,71.1241,0.36936,1.12504,5.85419,4.25191e+07,5.83555
267,10.4974,0.0497087,47.0867,0.0654109,13.0253,0.380175,71.1441,0.369282,1.12099,5.85474,4.23663e+07,5.8356
268,10.4975,0.0496969,47.0884,0.0654293,13.0229,0.380039,71.1681,0.369228,1.11685,5.85221,4.22158e+07,5.83801
269,10.4976,0.0496817,47.0869,0.0654335,13.022,0.379768,71.1818,0.369025,1.11277,5.84917,4.23897e+07,5.84163
270,10.4978,0.0496574,47.0873,0.0654285,13.0254,0.37971,71.1879,0.368828,1.10872,5.84937,4.22369e+07,5.83976
271,10.498,0.0496124,47.0883,0.0654395,13.029,0.379539,71.2028,0.368738,1.10469,5.84793,4.2084e+07,5.83778
272,10.4982,0.0495702,47.0885,0.0654244,13.0299,0.37955,71.202,0.368628,1.10985,5.84879,4.37515e+07,5.83622
273,10.4986,0.0495551,47.0902,0.0654474,13.0355,0.379488,71.2026,0.368395,1.10583,5.84815,4.35948e+07,5.83343
274,10.4984,0.0495611,47.091,0.065485,13.0329,0.379229,71.2303,0.368569,1.10191,5.84852,4.34533e+07,5.83431
275,10.4983,0.0495465,47.0901,0.0655107,13.0343,0.379142,71.2257,0.368829,1.09806,5.84663,4.32997e+07,5.83265
276,10.4981,0.0495453,47.0888,0.0655096,13.0309,0.379036,71.2246,0.368694,1.09425,5.84687,4.3144e+07,5.83267
277,10.4977,0.0495285,47.0875,0.0654857,13.0295,0.378888,71.2288,0.36849,1.09127,5.84819,4.29894e+07,5.83261
278,10.4978,0.0495084,47.0885,0.0654744,13.0263,0.378784,71.2227,0.368454,1.0915,5.84888,4.28395e+07,5.83268
279,10.4977,0.0494856,47.0886,0.0654849,13.0252,0.378731,71.2426,0.368653,1.08763,5.8492,4.26875e+07,5.83119
280,10.4974,0.0494783,47.0899,0.0654724,13.0224,0.37886,71.2512,0.368687,1.08415,5.849,4.26339e+07,5.83404
281,10.4973,0.0494719,47.0898,0.0655163,13.0212,0.378815,71.2554,0.368631,1.0807,5.84714,4.24833e+07,5.83781
282,10.4976,0.0494434,47.091,0.0654997,13.0191,0.378835,71.2494,0.368777,1.07695,5.84644,4.88166e+07,5.83801
283,10.4974,0.0494349,47.0911,0.0654656,13.0188,0.379201,71.2662,0.369049,1.07317,5.84602,4.86495e+07,5.83622
284,10.4974,0.0494338,47.0921,0.0654611,13.0158,0.379322,71.2609,0.369124,1.07105,5.84865,4.84789e+07,5.83171
285,10.4973,0.0494358,47.0927,0.0654601,13.015,0.379418,71.2889,0.369194,1.06731,5.84586,4.83186e+07,5.83563
286,10.4974,0.0494382,47.0913,0.0654134,13.0161,0.379254,71.2953,0.369277,1.06364,5.84414,4.81549e+07,5.83523
287,10.4973,0.0494181,47.0905,0.0654049,13.0148,0.379305,71.2931,0.369388,1.06045,5.84375,4.79885e+07,5.83629
288,10.4971,0.0493879,47.0865,0.0653999,13.0168,0.379108,71.3141,0.369373,1.05683,5.84136,4.7823e+07,5.83729
289,10.4969,0.0493761,47.0828,0.065406,13.018,0.37893,71.3274,0.369464,1.05326,5.8387,4.76603e+07,5.83746
290,10.4968,0.0493835,47.0829,0.0654038,13.02,0.378817,71.3497,0.369435,1.04969,5.83621,4.752e+07,5.83898
291,10.4967,0.0493539,47.0803,0.0653956,13.0244,0.379334,71.3463,0.369486,1.04655,5.83778,4.73705e+07,5.83779
292,10.4967,0.0493342,47.0813,0.0653803,13.0265,0.379247,71.3581,0.369504,1.0452,5.83743,4.73236e+07,5.83915
293,10.4968,0.0493238,47.0835,0.0653723,13.0258,0.379434,71.3579,0.369439,1.04181,5.83757,4.88187e+07,5.84136
294,10.4969,0.0493185,47.0869,0.0653959,13.0254,0.379629,71.3735,0.36944,1.03841,5.83829,4.8685e+07,5.84213
295,10.4972,0.0492984,47.088,0.0654334,13.0305,0.379579,71.3743,0.36943,1.03498,5.83848,4.85319e+07,5.84046
296,10.4974,0.0492579,47.0895,0.0654191,13.0287,0.379446,71.3443,0.369311,1.0315,5.83401,4.83719e+07,5.84037
297,10.4974,0.0492409,47.0897,0.0654118,13.0254,0.379302,71.3135,0.369206,1.02843,5.83469,4.82107e+07,5.84472
298,10.4972,0.0492076,47.0899,0.0653978,13.0205,0.379322,71.3034,0.369113,1.3523,5.83677,4.80808e+07,5.84802
299,10.497,0.0491766,47.0897,0.0653928,13.0133,0.379332,71.2857,0.369113,1.34784,5.8381,4.86993e+07,5.85521
300,10.4965,0.0491676,47.0896,0.0654022,13.0093,0.379207,71.2815,0.369195,1.3436,5.83647,4.85426e+07,5.85277
301,10.4967,0.0491533,47.0892,0.065385,13.0095,0.379099,71.2721,0.369212,1.3392,5.83287,4.83843e+07,5.85458
302,10.4969,0.049132,47.0892,0.0653774,13.0125,0.378955,71.2596,0.36906,1.33482,5.83195,4.82249e+07,5.8545
303,10.4971,0.0491225,47.088,0.0653807,13.0156,0.378964,71.251,0.368879,1.51735,5.8305,4.80788e+07,5.85257
304,10.4974,0.0490895,47.0891,0.0653588,13.0144,0.379146,71.2382,0.368936,1.6987,5.83082,4.79261e+07,5.8529
305,10.4976,0.0490779,47.0894,0.0653577,13.0145,0.379172,71.2529,0.369076,1.69315,5.82842,4.77757e+07,5.85147
306,10.4975,0.049059,47.0896,0.065346,13.0168,0.379124,71.2596,0.369002,1.68767,5.828,4.76205e+07,5.848
307,10.4976,0.0490559,47.0887,0.0653503,13.0171,0.379025,71.2644,0.369219,1.68839,5.82972,4.74661e+07,5.84566
308,10.4977,0.0490401,47.0887,0.0653386,13.0182,0.378929,71.2768,0.369144,1.6834,5.83242,4.73146e+07,5.84557
309,10.4979,0.0490203,47.0895,0.0653357,13.0191,0.378818,71.2892,0.368917,1.67864,5.832,4.71656e+07,5.84541
310,10.4981,0.0489957,47.0897,0.065344,13.0196,0.379211,71.2919,0.368839,1.67377,5.8351,4.70144e+07,5.84402
311,10.4983,0.0490185,47.0893,0.0653484,13.0181,0.379252,71.2933,0.368941,1.66864,5.8352,4.68647e+07,5.84221
312,10.4981,0.0490563,47.0889,0.0653397,13.0155,0.379211,71.2717,0.368854,1.66358,5.83463,4.67168e+07,5.84176
313,10.4982,0.0490668,47.088,0.0653228,13.0163,0.37927,71.2767,0.368851,1.6585,5.83518,4.65859e+07,5.83985
314,10.4981,0.0490873,47.0887,0.0653095,13.0159,0.379543,71.2919,0.36889,1.65345,5.83317,4.64398e+07,5.83766
315,10.4982,0.0490949,47.0879,0.0652973,13.0146,0.379528,71.3103,0.368885,1.64832,5.8346,4.62987e+07,5.83844
316,10.498,0.0490814,47.09,0.0653319,13.0137,0.379315,71.3202,0.368988,1.64317,5.83212,4.62079e+07,5.84092
317,10.4978,0.0490736,47.09,0.0653472,13.0119,0.379447,71.3275,0.368966,1.63803,5.82996,4.60723e+07,5.84288
318,10.4981,0.0490438,47.0902,0.0653488,13.0144,0.37939,71.319,0.368875,1.63295,5.83294,4.59288e+07,5.84162
319,10.4986,0.0490183,47.0905,0.0653362,13.0179,0.379401,71.3067,0.368869,1.62787,5.83251,4.57982e+07,5.84157
320,10.4987,0.0489997,47.0883,0.0653275,13.0191,0.379448,71.2956,0.368804,1.62291,5.83152,4.56557e+07,5.84031
321,10.4987,0.0489854,47.0869,0.0653336,13.0176,0.379437,71.2797,0.368771,1.61856,5.83372,4.55159e+07,5.83738
322,10.4986,0.0489916,47.0854,0.0653096,13.023,0.379445,71.2974,0.368781,1.61364,5.83384,4.53751e+07,5.83621
323,10.4986,0.0489752,47.0853,0.0652946,13.0208,0.379304,71.31,0.368699,1.64637,5.83837,4.52437e+07,5.83625
324,10.4985,0.0489478,47.0848,0.0652659,13.0196,0.379157,71.3241,0.368686,1.64132,5.83767,4.51059e+07,5.83568
325,10.4983,0.0489377,47.0855,0.0652333,13.0157,0.378894,71.3163,0.368527,1.63632,5.83606,4.49685e+07,5.83643
326,10.4982,0.0489138,47.0845,0.0652354,13.0186,0.378858,71.3211,0.368305,1.80923,5.83654,4.50213e+07,5.83553
327,10.4982,0.0488942,47.0855,0.0652366,13.0204,0.378871,71.3263,0.368246,1.80377,5.83656,4.48906e+07,5.83666
328,10.4982,0.0488843,47.0861,0.0652284,13.022,0.378886,71.3549,0.368248,1.79964,5.83765,4.4756e+07,5.83745
329,10.4983,0.0488794,47.0887,0.0652069,13.0235,0.37877,71.3535,0.368213,1.80865,5.8397,4.47709e+07,5.83995
330,10.4982,0.0488731,47.0895,0.0651892,13.0254,0.378756,71.3423,0.368174,1.80349,5.84226,4.46413e+07,5.83745
331,10.4983,0.0488532,47.0905,0.0651923,13.0233,0.378673,71.3307,0.368194,1.79827,5.84097,4.45685e+07,5.83854
332,10.4981,0.0488495,47.0902,0.0651773,13.0187,0.37865,71.3123,0.368211,1.79289,5.84277,4.44491e+07,5.8394
333,10.4981,0.0488187,47.0906,0.0651351,13.0189,0.378575,71.3057,0.368224,1.78755,5.8441,4.43161e+07,5.83641
334,10.4981,0.048814,47.0923,0.0651019,13.0174,0.37862,71.2949,0.368184,1.78223,5.84228,4.4184e+07,5.8345
335,10.4983,0.0487845,47.0931,0.0650865,13.0132,0.378654,71.2934,0.368071,1.77698,5.84043,4.40553e+07,5.83569
336,10.4985,0.0487741,47.0915,0.0650673,13.0125,0.378638,71.3118,0.367977,1.77174,5.83821,4.39378e+07,5.83649
337,10.4987,0.0487684,47.092,0.065074,13.0112,0.378554,71.3249,0.368072,1.7665,5.83722,4.38082e+07,5.83381
338,10.4985,0.0487625,47.0925,0.0650543,13.0099,0.378568,71.3121,0.368261,1.76132,5.83686,4.37166e+07,5.83425
339,10.4988,0.0487855,47.0943,0.0650715,13.0098,0.378685,71.2922,0.368392,1.75616,5.83522,4.36941e+07,5.83589
340,10.499,0.0487878,47.0939,0.0650392,13.0103,0.378612,71.2787,0.368551,1.75112,5.83375,4.36527e+07,5.83581
341,10.4991,0.0487764,47.0951,0.0650367,13.0085,0.378525,71.2819,0.368687,1.74604,5.83245,4.37481e+07,5.83722
342,10.4993,0.0487832,47.0935,0.0650293,13.0099,0.378643,71.2729,0.3688,1.74103,5.83182,4.36249e+07,5.83568
343,10.4995,0.0487834,47.0933,0.0650426,13.0093,0.378576,71.2746,0.369044,1.73606,5.83202,4.35272e+07,5.83668
344,10.4994,0.0487816,47.0931,0.0650393,13.0111,0.378539,71.2684,0.369306,1.73114,5.83229,4.38254e+07,5.83741
345,10.4991,0.0487838,47.0933,0.0650517,13.0068,0.378562,71.2915,0.369382,1.7263,5.83498,4.93014e+07,5.83815
346,10.4991,0.0487939,47.0936,0.0650697,13.0078,0.378566,71.3161,0.369438,1.72141,5.83587,4.96398e+07,5.83854
347,10.4991,0.0487776,47.0962,0.0650602,13.0047,0.378613,71.3192,0.369457,1.71651,5.83632,4.9506e+07,5.83653
348,10.499,0.0487591,47.0978,0.0650662,12.9997,0.378692,71.3173,0.369424,1.87832,5.83817,4.93668e+07,5.83521
349,10.499,0.0487446,47.0987,0.0650595,13.0007,0.378804,71.3178,0.369427,1.87544,5.84091,4.928e+07,5.83497
350,10.4991,0.0487573,47.0995,0.0650442,12.9978,0.378801,71.3284,0.369499,1.87149,5.84012,4.91479e+07,5.83491
351,10.4992,0.0487332,47.1003,0.065035,13.0014,0.378853,71.3274,0.369457,1.86621,5.83939,4.93552e+07,5.83798
352,10.4991,0.048741,47.1011,0.0650562,12.9948,0.37882,71.3246,0.369424,1.86126,5.8396,4.92224e+07,5.83794
353,10.4988,0.0487475,47.1017,0.065024,12.9881,0.378612,71.344,0.36955,1.8562,5.84002,4.91679e+07,5.8384
354,10.4983,0.0487847,47.1001,0.0650093,12.9851,0.378544,71.3482,0.369513,1.85113,5.83927,4.90301e+07,5.83751
355,10.4982,0.0487978,47.0981,0.0650163,12.9862,0.378469,71.3546,0.369691,1.84652,5.84155,4.88945e+07,5.83662
356,10.4979,0.0488163,47.0962,0.0650235,12.9861,0.378533,71.3534,0.369723,1.84205,5.84298,4.87579e+07,5.83737
357,10.4977,0.0488023,47.0937,0.0650185,12.9921,0.378607,71.348,0.36968,1.83692,5.84234,4.86264e+07,5.83719
358,10.4976,0.0487776,47.0927,0.0650118,12.9875,0.37866,71.3488,0.369778,1.83199,5.84035,4.85918e+07,5.83733
359,10.4975,0.0487481,47.0928,0.0649948,12.9853,0.378845,71.3523,0.369683,1.82691,5.83828,4.84619e+07,5.84024
360,10.4975,0.0487366,47.0926,0.0649957,12.9859,0.378714,71.3543,0.369744,1.82192,5.83845,4.83282e+07,5.8399
361,10.4975,0.048718,47.0935,0.0649909,12.9848,0.378664,71.3594,0.369645,1.81695,5.83763,4.82257e+07,5.84354
362,10.4978,0.0486991,47.0933,0.065003,12.9851,0.378606,71.3562,0.369503,1.81206,5.83823,4.80946e+07,5.84309
363,10.4977,0.0486833,47.093,0.064981,12.9851,0.37854,71.3501,0.369462,1.80732,5.83866,4.79637e+07,5.84217
364,10.4977,0.0486739,47.0912,0.0649616,12.9848,0.378432,71.3355,0.369496,1.80251,5.83942,4.78357e+07,5.84134
365,10.4975,0.0486722,47.0894,0.064993,12.9845,0.378347,71.3223,0.369329,1.79769,5.84158,4.77938e+07,5.84463
366,10.4978,0.0486885,47.0893,0.065002,12.9825,0.378435,71.3066,0.369231,1.79284,5.84248,4.76636e+07,5.84362
367,10.4979,0.0486788,47.089,0.064984,12.9809,0.378353,71.3003,0.369072,1.78797,5.8434,4.75346e+07,5.84445
368,10.4976,0.0486699,47.089,0.064964,12.9777,0.378249,71.3049,0.369141,1.78314,5.84278,4.7414e+07,5.84762
369,10.4975,0.0486558,47.0866,0.0649585,12.9735,0.378053,71.3094,0.369302,1.77839,5.84203,4.72865e+07,5.84919
370,10.4976,0.0486635,47.0874,0.0649539,12.9718,0.378005,71.2977,0.369233,1.77365,5.84268,4.71617e+07,5.84877
371,10.4976,0.0486578,47.0873,0.0649357,12.9685,0.378041,71.2768,0.369264,1.7831,5.84547,4.72376e+07,5.85205
372,10.4979,0.0486351,47.0871,0.0649252,12.9653,0.37786,71.2723,0.369205,1.77837,5.84385,4.71115e+07,5.85076
373,10.4982,0.048615,47.0883,0.0649209,12.9654,0.377718,71.2708,0.369284,1.77365,5.84351,4.77e+07,5.85161
374,10.4985,0.0485893,47.0891,0.0649233,12.9641,0.377529,71.2796,0.369312,1.76894,5.84195,4.90963e+07,5.85274
375,10.4987,0.0485807,47.0879,0.0649225,12.9664,0.377452,71.2737,0.369194,1.76463,5.84155,4.89742e+07,5.853
376,10.4988,0.0485785,47.0871,0.0649345,12.9695,0.377366,71.2676,0.369072,1.76126,5.84162,4.8846e+07,5.85453
377,10.499,0.0485841,47.089,0.0649383,12.9655,0.377213,71.2524,0.369043,1.75742,5.84106,4.87231e+07,5.85533
378,10.4991,0.0485605,47.0899,0.0649708,12.9655,0.37711,71.2519,0.369202,1.7537,5.84164,4.92552e+07,5.86035
379,10.499,0.0485502,47.0899,0.064985,12.9644,0.377136,71.2513,0.369336,1.75076,5.84283,4.91517e+07,5.86396
380,10.499,0.048516,47.0887,0.0649857,12.9642,0.376958,71.2674,0.369314,1.7464,5.84175,4.90732e+07,5.86694
381,10.4992,0.0484904,47.089,0.0649861,12.9617,0.376852,71.26,0.369189,1.74184,5.84002,4.89528e+07,5.8672
382,10.4992,0.0484708,47.0891,0.0650252,12.9654,0.376911,71.2578,0.369102,1.73738,5.83984,4.88257e+07,5.8666
383,10.4992,0.0484493,47.0899,0.0650762,12.967,0.376921,71.2497,0.369042,1.73293,5.84042,4.87002e+07,5.86661
384,10.4993,0.0484261,47.0904,0.0650847,12.9681,0.376909,71.2485,0.368966,1.72844,5.84111,4.85761e+07,5.8682
385,10.4994,0.0484079,47.0906,0.0650762,12.9675,0.376819,71.2355,0.36902,1.72397,5.83925,4.84594e+07,5.86788
386,10.4995,0.0483798,47.0916,0.0651092,12.9681,0.37675,71.224,0.369053,1.71953,5.83963,4.83835e+07,5.86907
387,10.4999,0.0483574,47.092,0.0651044,12.9664,0.376618,71.2178,0.368927,1.71511,5.84,4.82591e+07,5.8679
388,10.5001,0.0483335,47.0909,0.0651061,12.9673,0.376618,71.215,0.36876,1.71148,5.84057,4.81356e+07,5.86786
389,10.5004,0.0483368,47.0911,0.0651173,12.9662,0.376578,71.2103,0.368847,1.70712,5.83976,4.80581e+07,5.868
390,10.5003,0.0483225,47.0911,0.065138,12.9646,0.376493,71.1967,0.369067,1.70282,5.83957,4.8044e+07,5.86865
391,10.5,0.0483294,47.0914,0.0651276,12.9638,0.37636,71.215,0.36923,1.69901,5.8401,4.79217e+07,5.86852
392,10.5001,0.0483338,47.0932,0.0651489,12.9684,0.376409,71.2299,0.369202,1.69492,5.84071,5.34987e+07,5.86997
393,10.5,0.0483272,47.0939,0.0651365,12.9767,0.376411,71.244,0.369364,1.6909,5.84327,5.6787e+07,5.87038
394,10.4998,0.0483083,47.0955,0.0651096,12.9844,0.376475,71.257,0.369542,1.68702,5.84632,6.00613e+07,5.87219
395,10.4997,0.0483045,47.0963,0.0650905,12.9838,0.376419,71.2777,0.369598,1.68339,5.84809,6.10742e+07,5.8717
396,10.4996,0.0482852,47.0962,0.0650947,12.9818,0.376305,71.2771,0.369427,1.67918,5.84843,6.09211e+07,5.87094
397,10.4997,0.0482808,47.0947,0.0651101,12.9835,0.376382,71.2691,0.369383,1.67498,5.84861,6.07713e+07,5.87158
398,10.4996,0.0482784,47.0943,0.0651346,12.9812,0.37629,71.2768,0.369454,1.67085,5.84935,6.06236e+07,5.87068
399,10.4994,0.0482781,47.0941,0.0651564,12.9794,0.376307,71.2824,0.369472,1.66685,5.85009,6.04823e+07,5.87138
400,10.4992,0.0482656,47.0947,0.0651669,12.9789,0.376257,71.2989,0.369493,1.66658,5.84887,6.03334e+07,5.87134
401,10.4992,0.0482412,47.0947,0.0651855,12.9813,0.376462,71.3005,0.369425,1.66246,5.84858,6.01834e+07,5.87161
402,10.4991,0.0482354,47.0974,0.0651958,12.9807,0.376722,71.3092,0.369528,1.65839,5.8493,6.00348e+07,5.8721
403,10.4989,0.048278,47.0981,0.0652064,12.9796,0.376915,71.3208,0.369683,1.6543,5.84852,2.02172e+08,5.87432
404,10.4988,0.0482892,47.0977,0.0652104,12.9806,0.376925,71.3428,0.36984,1.65024,5.84784,2.01673e+08,5.87359
405,10.4987,0.0483027,47.0951,0.0652303,12.9757,0.376789,71.3534,0.369974,1.64626,5.84818,2.01195e+08,5.8737
406,10.4986,0.0482957,47.0926,0.0652351,12.9775,0.376711,71.3574,0.369986,1.64247,5.84728,2.00701e+08,5.87187
407,10.4984,0.0483059,47.0914,0.0652219,12.9765,0.376742,71.3642,0.369977,1.63852,5.84662,2.00212e+08,5.87151
408,10.4982,0.0483263,47.0916,0.0652272,12.9776,0.376944,71.3821,0.370056,1.63458,5.84808,1.99762e+08,5.87347
409,10.4979,0.0483612,47.0907,0.0652278,12.9754,0.377076,71.3919,0.370114,1.6307,5.84821,1.99317e+08,5.87377
410,10.4978,0.048352,47.0917,0.0652276,12.9747,0.377075,71.3982,0.370072,1.62714,5.84821,1.98833e+08,5.87178
411,10.4978,0.0483402,47.0907,0.0652542,12.9759,0.376999,71.3963,0.370106,1.62321,5.84733,1.98422e+08,5.87155
412,10.4978,0.0483289,47.0897,0.0652519,12.9762,0.376944,71.3875,0.370244,1.61938,5.8452,1.97947e+08,5.87156
413,10.4979,0.0483297,47.0907,0.0652667,12.9756,0.376908,71.3868,0.370266,1.6155,5.84374,1.97469e+08,5.87058
414,10.498,0.0483297,47.0903,0.0652824,12.9773,0.376804,71.3777,0.370293,1.61165,5.84354,1.9743e+08,5.86867
415,10.4982,0.0483138,47.091,0.0652943,12.9784,0.376733,71.3867,0.370385,1.60841,5.84189,1.96957e+08,5.86891
416,10.4981,0.0482911,47.0915,0.0653005,12.9774,0.376718,71.3999,0.370372,1.60522,5.8416,1.96487e+08,5.86931
417,10.4981,0.0482711,47.0919,0.0652907,12.9783,0.376513,71.4105,0.370366,1.60141,5.83999,2.45994e+08,5.87091
