iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V1_Cl,corr_V2_Cl,corr_V2_V1,a1,a2
382,854.666,2,10.0288,41.9245,11.9753,63.8126,0.264558,0.297252,0.513784,0.781924,0.471485,-0.0988521,0.385002,0.306473,0.0587737
383,856.285,2,10.0309,41.9322,11.9697,63.7579,0.264427,0.297339,0.514185,0.780863,0.472423,-0.0968777,0.385636,0.306432,0.0588006
384,853.484,2,10.0328,41.9309,11.9702,63.6848,0.264247,0.297451,0.514596,0.779993,0.473672,-0.0941716,0.386406,0.306428,0.0588084
385,845.307,2,10.0351,41.9404,11.9687,63.5802,0.264119,0.297384,0.514779,0.778821,0.473817,-0.0920005,0.386371,0.306462,0.0587776
386,841.352,2,10.0372,41.9397,11.9694,63.4846,0.26401,0.297181,0.51502,0.777795,0.474097,-0.0896234,0.386983,0.306468,0.0587433
387,855.547,2,10.0387,41.9302,11.9736,63.3738,0.263937,0.296804,0.515257,0.776788,0.474591,-0.0880465,0.387214,0.306487,0.058766
388,848.686,2,10.0399,41.9255,11.9736,63.2598,0.263856,0.296422,0.514901,0.775886,0.474838,-0.0868533,0.387012,0.306566,0.0587583
389,852.389,2,10.0415,41.9231,11.9751,63.1389,0.263861,0.296124,0.514136,0.774879,0.475369,-0.0863322,0.386742,0.306558,0.0587882
390,851.708,2,10.0433,41.924,11.9779,63.0404,0.263835,0.295861,0.51381,0.77375,0.476148,-0.0858713,0.386951,0.306534,0.0588179
391,848.936,2,10.0457,41.9225,11.9895,62.9455,0.263835,0.295474,0.513861,0.772766,0.476322,-0.085148,0.387328,0.306512,0.0588281
392,846.708,2,10.0479,41.9204,11.9959,62.8766,0.263679,0.295164,0.513518,0.772047,0.47664,-0.0841379,0.388093,0.306448,0.0588478
393,846.965,2,10.0502,41.9246,11.9966,62.7894,0.263602,0.294839,0.513548,0.77064,0.476673,-0.0832155,0.38879,0.30646,0.0588514
394,851.344,2,10.0519,41.9239,11.9922,62.6982,0.263483,0.294643,0.513382,0.768929,0.476499,-0.0825021,0.389073,0.306462,0.0588735
395,851.635,2,10.0533,41.9214,11.9843,62.6236,0.263453,0.294441,0.513781,0.767387,0.476681,-0.0811795,0.389821,0.306502,0.0588784
396,849.412,2,10.0547,41.9231,11.9746,62.5554,0.263382,0.29442,0.513866,0.76609,0.477636,-0.0798709,0.389645,0.306549,0.0588734
397,851.08,2,10.0557,41.9237,11.9717,62.521,0.263389,0.294622,0.514478,0.764847,0.47901,-0.0784014,0.389507,0.306575,0.0588626
398,852.62,2,10.0565,41.9303,11.9641,62.5367,0.263405,0.295023,0.514735,0.763519,0.479821,-0.0768326,0.389552,0.306614,0.0588517
399,850.398,2,10.0575,41.9413,11.9625,62.5713,0.263366,0.295149,0.515215,0.762429,0.480449,-0.0746388,0.391241,0.306594,0.0588554
400,851.869,2,10.0586,41.953,11.9556,62.5639,0.263348,0.295167,0.515265,0.761478,0.480321,-0.0729084,0.391879,0.306585,0.058859
401,845.899,2,10.0602,41.9607,11.9493,62.5527,0.263179,0.295214,0.515408,0.760224,0.480797,-0.0717699,0.392421,0.306539,0.0588634
402,849.268,2,10.062,41.9608,11.9501,62.5347,0.263099,0.295217,0.515338,0.75926,0.481052,-0.0703358,0.393246,0.306562,0.0588633
403,849.271,2,10.0637,41.9585,11.9579,62.5188,0.263106,0.295284,0.515725,0.75826,0.481779,-0.069478,0.394061,0.306588,0.0588566
404,846.956,2,10.0654,41.9549,11.9671,62.5052,0.263104,0.295266,0.516004,0.757154,0.482039,-0.0685805,0.394825,0.306537,0.0588596
405,848.629,2,10.0667,41.9475,11.9675,62.4265,0.263028,0.295407,0.516425,0.755957,0.482448,-0.0674029,0.395479,0.306557,0.0588503
406,852.33,2,10.0674,41.9393,11.9702,62.3866,0.263067,0.295439,0.5169,0.755094,0.482275,-0.067592,0.395602,0.306552,0.0588494
407,852.836,2,10.068,41.9317,11.9781,62.3319,0.263055,0.295254,0.517234,0.754227,0.481632,-0.0672481,0.396296,0.306542,0.0588594
408,846.912,2,10.0686,41.9268,11.9786,62.3267,0.263051,0.295064,0.517418,0.753489,0.481292,-0.06684,0.396951,0.306546,0.058852
409,855.39,2,10.0695,41.9197,11.9757,62.3009,0.262982,0.295077,0.518092,0.752773,0.481113,-0.0657206,0.397377,0.306526,0.0588592
410,855.011,2,10.0703,41.9143,11.9698,62.2919,0.262913,0.295194,0.51839,0.751813,0.480805,-0.0648629,0.397859,0.306536,0.0588658
411,855.036,2,10.0712,41.9137,11.9623,62.2854,0.262795,0.295171,0.518552,0.750895,0.48114,-0.0635244,0.398177,0.30657,0.0588772
412,857.8,2,10.0721,41.9226,11.9537,62.301,0.262743,0.295296,0.519218,0.750126,0.481311,-0.0632209,0.397966,0.306574,0.0588849
413,851.085,2,10.072,41.9267,11.9491,62.3479,0.262733,0.295289,0.519855,0.749748,0.481095,-0.0625358,0.398754,0.306562,0.058877
414,855.907,2,10.0719,41.9282,11.9384,62.3665,0.262717,0.295304,0.519759,0.749337,0.480665,-0.0618299,0.399236,0.306545,0.0588921
415,856.214,2,10.0719,41.9288,11.9311,62.3988,0.262675,0.29546,0.519742,0.748894,0.480369,-0.0609888,0.400045,0.306557,0.0589008
416,855.206,2,10.072,41.9267,11.926,62.4141,0.262589,0.295539,0.519754,0.748445,0.480485,-0.0596615,0.400994,0.306568,0.0589119
417,855.367,2,10.0719,41.9214,11.924,62.4195,0.262549,0.295592,0.51983,0.747791,0.479724,-0.0582216,0.401298,0.306594,0.0589103
418,855.826,2,10.0721,41.9246,11.9242,62.4387,0.262525,0.295544,0.519951,0.747674,0.479574,-0.0564842,0.401638,0.306606,0.0589116
419,863.069,2,10.0723,41.9317,11.9177,62.4519,0.262475,0.295442,0.520363,0.747623,0.479245,-0.0538321,0.401711,0.30662,0.0589224
420,855.078,2,10.0715,41.9304,11.9117,62.4907,0.262439,0.295349,0.520966,0.747219,0.478784,-0.0529003,0.401833,0.306628,0.0589187
421,849.495,2,10.071,41.9434,11.9015,62.5103,0.262483,0.295209,0.521165,0.746907,0.478359,-0.0521327,0.402424,0.306673,0.0589011
422,851.159,2,10.0709,41.9496,11.8915,62.5055,0.262446,0.294965,0.521514,0.746748,0.477851,-0.0514991,0.402966,0.306702,0.0588922
423,854.561,2,10.0706,41.9492,11.8853,62.4882,0.262422,0.294802,0.521669,0.746344,0.477433,-0.0514162,0.403082,0.30671,0.0588994
424,850.229,2,10.0711,41.9525,11.8816,62.4913,0.262409,0.294565,0.521871,0.745622,0.476392,-0.051274,0.404018,0.306698,0.0589044
425,849.558,2,10.0713,41.9549,11.8783,62.4904,0.262363,0.294416,0.522131,0.745248,0.475738,-0.0507752,0.405114,0.306676,0.0589058
426,849.521,2,10.0714,41.9582,11.877,62.4784,0.262314,0.294183,0.522635,0.744984,0.475495,-0.0504138,0.405813,0.306659,0.0589046
427,854.186,2,10.0712,41.9546,11.8733,62.4721,0.262269,0.293957,0.522922,0.744659,0.475618,-0.0494405,0.406193,0.306671,0.0589121
428,852.528,2,10.0707,41.9519,11.8684,62.4613,0.262205,0.293705,0.522938,0.744417,0.475421,-0.048701,0.406602,0.306663,0.0589228
429,855.065,2,10.0705,41.9514,11.8656,62.4559,0.262131,0.293525,0.523291,0.74432,0.475333,-0.0477662,0.407237,0.306675,0.0589284
430,849.047,2,10.0705,41.9567,11.8576,62.4275,0.261998,0.293345,0.523671,0.744437,0.475261,-0.0464641,0.408218,0.306658,0.058925
431,850.033,2,10.0708,41.9565,11.8516,62.3819,0.261878,0.293156,0.524015,0.744176,0.475236,-0.0454141,0.408892,0.306653,0.058926
432,850.986,2,10.0712,41.9567,11.851,62.3639,0.261804,0.293039,0.523947,0.743918,0.475909,-0.0442295,0.409274,0.306652,0.0589344
433,848.639,2,10.0716,41.9575,11.8503,62.364,0.261754,0.292865,0.524304,0.743571,0.47643,-0.0428586,0.410082,0.306687,0.0589261
434,847.386,2,10.0722,41.9586,11.8509,62.3598,0.261668,0.292686,0.525007,0.743064,0.476887,-0.0417433,0.410651,0.306696,0.0589168
435,854.33,2,10.0725,41.9545,11.85,62.3087,0.261574,0.292592,0.525162,0.742911,0.477495,-0.040508,0.410621,0.306743,0.058916
436,843.638,2,10.073,41.9552,11.846,62.2541,0.261494,0.292283,0.525803,0.742528,0.477605,-0.0399543,0.411157,0.306711,0.0589084
437,852.317,2,10.0734,41.9574,11.8443,62.214,0.261433,0.291971,0.526382,0.742141,0.477361,-0.0386248,0.411685,0.30671,0.0589105
438,849.57,2,10.0737,41.9622,11.8398,62.1963,0.261375,0.291696,0.527062,0.741788,0.476773,-0.0382714,0.411911,0.306683,0.0589071
439,847.864,2,10.0741,41.9656,11.8368,62.1865,0.261417,0.291557,0.527377,0.741193,0.476828,-0.0381341,0.412513,0.306672,0.0589062
440,846.791,2,10.0747,41.9706,11.8332,62.1762,0.261444,0.29148,0.52748,0.740464,0.476466,-0.0375926,0.413517,0.30668,0.058901
441,847.69,2,10.0755,41.9712,11.8333,62.1477,0.261484,0.291353,0.527537,0.739893,0.476258,-0.0376662,0.414253,0.306673,0.0589027
442,856.535,2,10.076,41.9686,11.8338,62.1171,0.261589,0.291188,0.527793,0.739248,0.475995,-0.0382118,0.414316,0.30668,0.0589149
443,854.785,2,10.0763,41.9673,11.8339,62.0774,0.261639,0.290995,0.527811,0.738627,0.475804,-0.0383764,0.415042,0.306651,0.0589398
444,852.006,2,10.077,41.968,11.8325,62.0389,0.261662,0.290954,0.528229,0.738161,0.475593,-0.0386759,0.415161,0.306664,0.058935
445,848.401,2,10.0776,41.9645,11.832,62.0057,0.261659,0.291035,0.528331,0.737426,0.475728,-0.0384106,0.415722,0.306626,0.0589411
446,843.932,2,10.0786,41.9703,11.8291,61.9604,0.26164,0.291053,0.528079,0.736567,0.475487,-0.0383444,0.415665,0.306612,0.0589367
447,846.547,2,10.0794,41.9717,11.8277,61.9048,0.261625,0.290978,0.528154,0.73577,0.475336,-0.0384816,0.415698,0.30661,0.0589343
448,850.701,2,10.0805,41.9717,11.829,61.8555,0.261625,0.290999,0.528387,0.734842,0.47533,-0.0381956,0.415849,0.306601,0.0589381
449,845.621,2,10.0814,41.9668,11.8276,61.8054,0.261599,0.29097,0.528658,0.733958,0.475598,-0.037869,0.415838,0.306598,0.0589324
450,850.043,2,10.082,41.9597,11.8265,61.7327,0.261592,0.291031,0.528976,0.733423,0.475543,-0.0372144,0.416469,0.306613,0.0589252
451,845.88,2,10.0828,41.9524,11.8274,61.7044,0.261601,0.291007,0.529424,0.732509,0.475691,-0.0366943,0.417192,0.30662,0.0589175
452,850.718,2,10.0837,41.9465,11.8301,61.667,0.261611,0.290919,0.529834,0.731761,0.475534,-0.0364842,0.417473,0.30665,0.0589125
453,855.077,2,10.0843,41.9457,11.8281,61.6342,0.261615,0.290903,0.529935,0.730966,0.475219,-0.0363816,0.418266,0.306671,0.0589242
454,850.716,2,10.0851,41.9513,11.8244,61.6329,0.26157,0.291013,0.53004,0.730133,0.475032,-0.0360877,0.419369,0.306668,0.0589322
455,851.565,2,10.0857,41.9508,11.8242,61.6325,0.26154,0.290975,0.530284,0.729285,0.474777,-0.0355823,0.420617,0.306676,0.0589414
456,847.337,2,10.0863,41.9511,11.8178,61.631,0.261499,0.290905,0.530664,0.728589,0.474632,-0.0352157,0.4216,0.306682,0.0589395
457,839.667,2,10.087,41.9507,11.8173,61.619,0.261479,0.29076,0.53056,0.727778,0.474573,-0.0345335,0.422507,0.306677,0.0589341
458,842.81,2,10.0876,41.9474,11.8151,61.5681,0.261484,0.290563,0.530487,0.727165,0.474415,-0.0345665,0.422727,0.306696,0.0589258
459,840.356,2,10.0883,41.9456,11.8146,61.5125,0.261486,0.290295,0.530589,0.726442,0.473908,-0.034372,0.422833,0.30669,0.0589144
460,849.093,2,10.089,41.9496,11.8123,61.4632,0.261468,0.290205,0.530476,0.725647,0.473339,-0.0340574,0.423011,0.306674,0.0589217
461,851.163,2,10.0898,41.9526,11.8077,61.4073,0.261453,0.290065,0.530658,0.725098,0.473019,-0.0332393,0.423383,0.306693,0.0589215
462,849.82,2,10.0904,41.9504,11.8061,61.3841,0.261419,0.289996,0.530688,0.724405,0.472959,-0.0324256,0.424227,0.30672,0.058925
463,855.332,2,10.0907,41.9437,11.8062,61.3382,0.261384,0.289951,0.530833,0.723839,0.47318,-0.0317599,0.425048,0.306723,0.0589419
464,858.172,2,10.0912,41.9341,11.8093,61.3104,0.261372,0.289845,0.531236,0.723381,0.473391,-0.0311283,0.426145,0.306739,0.0589591
465,863.708,2,10.0917,41.9343,11.8064,61.2672,0.261371,0.289826,0.531365,0.723137,0.472473,-0.0310308,0.427185,0.306746,0.058981
466,856.659,2,10.0916,41.9317,11.8009,61.2199,0.261372,0.289866,0.531223,0.723059,0.47186,-0.0308422,0.428106,0.306794,0.058983
467,853.152,2,10.0918,41.9321,11.7952,61.1743,0.261363,0.289946,0.531183,0.722959,0.47148,-0.0308605,0.428966,0.306789,0.0589882
468,855.608,2,10.0919,41.9329,11.7895,61.1544,0.26139,0.289995,0.531205,0.722431,0.471213,-0.0309103,0.429501,0.306835,0.0589909
469,841.766,2,10.0924,41.9374,11.7857,61.1547,0.261376,0.289946,0.53164,0.721697,0.471129,-0.0304984,0.430201,0.306843,0.0589758
470,846.735,2,10.0927,41.9404,11.7806,61.1529,0.261348,0.28988,0.531789,0.721047,0.470865,-0.0301639,0.430794,0.306821,0.0589787
471,845.484,2,10.0931,41.9407,11.7776,61.1443,0.261364,0.289861,0.532037,0.720541,0.471209,-0.0295312,0.431148,0.306833,0.0589687
472,845.415,2,10.0935,41.9435,11.7725,61.135,0.261361,0.289822,0.532161,0.719931,0.471626,-0.0288713,0.431381,0.306822,0.0589672
473,856.595,2,10.094,41.9445,11.7666,61.1399,0.261314,0.28983,0.532489,0.719257,0.47195,-0.0281239,0.431479,0.306841,0.058976
474,848.147,2,10.0942,41.9448,11.7615,61.1438,0.261258,0.289809,0.532607,0.718779,0.472199,-0.0272763,0.431776,0.306822,0.0589794
475,850.004,2,10.0949,41.9506,11.7574,61.1484,0.261189,0.289687,0.53266,0.718224,0.472413,-0.0263244,0.431934,0.30681,0.0589888
476,842.658,2,10.0955,41.9543,11.7556,61.1294,0.261128,0.289538,0.532692,0.717553,0.472305,-0.0259884,0.432112,0.30678,0.0589906
477,846.622,2,10.0966,41.9551,11.7582,61.0901,0.261111,0.289401,0.532962,0.716949,0.472027,-0.025503,0.432631,0.306778,0.0589886
478,848.589,2,10.0973,41.9538,11.7572,61.0489,0.261086,0.289324,0.533066,0.716448,0.472052,-0.0255443,0.432617,0.306764,0.0589929
479,848.722,2,10.098,41.9518,11.7562,61.0157,0.261085,0.289454,0.533077,0.715839,0.472478,-0.0252526,0.43276,0.306758,0.0589944
480,851.574,2,10.0983,41.9511,11.7548,60.9728,0.261076,0.289499,0.532774,0.715309,0.472342,-0.0252343,0.432958,0.306743,0.0590069
481,842.981,2,10.0989,41.9552,11.7508,60.9288,0.261048,0.289503,0.532601,0.714733,0.472342,-0.0247511,0.433697,0.306752,0.0590033
482,847.97,2,10.0995,41.9595,11.7475,60.8816,0.260987,0.289497,0.532414,0.714198,0.472087,-0.0241908,0.434546,0.306742,0.0590117
483,843.692,2,10.1005,41.9636,11.7446,60.8245,0.260943,0.289463,0.532163,0.713771,0.47251,-0.0233812,0.435171,0.306752,0.0590117
484,851.857,2,10.1013,41.9675,11.7429,60.7866,0.260902,0.289524,0.532217,0.713071,0.472457,-0.0225383,0.435913,0.306753,0.0590202
485,848.437,2,10.1018,41.9677,11.7427,60.7595,0.260896,0.289599,0.532367,0.712468,0.472606,-0.0219518,0.43657,0.306755,0.0590201
486,843.957,2,10.1026,41.9693,11.7427,60.7226,0.260903,0.2897,0.532275,0.711854,0.472798,-0.0207791,0.437484,0.306772,0.0590126
487,849.907,2,10.1037,41.9695,11.7444,60.6665,0.260892,0.289717,0.532387,0.711485,0.472982,-0.0199877,0.438218,0.306767,0.0590163
488,843.956,2,10.1047,41.9715,11.7461,60.6316,0.260875,0.289783,0.5325,0.710928,0.472853,-0.0191276,0.439293,0.306762,0.0590109
489,851.869,2,10.1058,41.9707,11.7489,60.5868,0.260847,0.289914,0.532707,0.710308,0.473026,-0.0182557,0.440408,0.30676,0.0590184
490,846.424,2,10.1068,41.9661,11.7515,60.5247,0.260835,0.28996,0.532757,0.709969,0.473279,-0.0174861,0.441066,0.306745,0.0590184
491,844.645,2,10.1074,41.9634,11.7521,60.4785,0.260774,0.290025,0.532747,0.709598,0.473313,-0.0165601,0.442222,0.306739,0.0590174
492,848.485,2,10.1081,41.9612,11.7526,60.4376,0.260731,0.289929,0.532879,0.709062,0.473311,-0.0159277,0.442831,0.306736,0.0590234
493,846.183,2,10.1085,41.9558,11.7561,60.3728,0.260722,0.28986,0.532964,0.70883,0.473322,-0.0153441,0.44322,0.306735,0.0590189
494,854.211,2,10.1091,41.9529,11.7559,60.3183,0.260684,0.289895,0.532971,0.708476,0.473645,-0.0144111,0.44347,0.306729,0.0590294
495,845.342,2,10.1096,41.9509,11.7573,60.2788,0.260651,0.289872,0.532782,0.708272,0.473718,-0.014089,0.444239,0.306745,0.0590282
496,838.511,2,10.1104,41.9495,11.758,60.2272,0.26062,0.28987,0.532718,0.707767,0.474006,-0.0138389,0.444655,0.306735,0.0590212
497,843.547,2,10.111,41.951,11.7586,60.1759,0.26061,0.289905,0.532797,0.707319,0.474085,-0.0136936,0.445142,0.306733,0.0590157
498,845.213,2,10.1115,41.9492,11.7613,60.1326,0.260595,0.289935,0.532942,0.706764,0.473891,-0.0138614,0.445693,0.306729,0.0590133
499,858.181,2,10.1118,41.9459,11.7631,60.0956,0.260587,0.290045,0.532944,0.70643,0.473863,-0.0138792,0.446222,0.306717,0.0590306
500,853.579,2,10.1122,41.9399,11.7651,60.0518,0.260613,0.290171,0.533274,0.705975,0.474062,-0.0142933,0.446394,0.306729,0.0590311
501,849.45,2,10.1127,41.936,11.7688,60.0065,0.260588,0.290325,0.533812,0.705468,0.473962,-0.0138698,0.447189,0.306743,0.0590221
502,847.107,2,10.1131,41.9317,11.7698,59.9616,0.260514,0.290469,0.533914,0.704928,0.473578,-0.0138257,0.447871,0.306722,0.0590242
503,846.953,2,10.1137,41.9234,11.7713,59.904,0.260462,0.290586,0.533967,0.704561,0.473652,-0.013232,0.448298,0.306712,0.0590222
504,848.457,2,10.114,41.9226,11.7718,59.8692,0.260431,0.290646,0.534059,0.70408,0.473633,-0.012909,0.448858,0.306737,0.0590191
