iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b,c
1162,285.8,2,5.04845,0.628403,21.1859,5.01152,28.1953,0.218217,0.22981,0.690044,0.629498,0.0248668,0.9025
1163,283.85,2,5.04844,0.628509,21.186,5.01172,28.1955,0.218217,0.229792,0.690092,0.629553,0.024867,0.9025
1164,284.118,2,5.04845,0.628435,21.1853,5.01182,28.1955,0.21821,0.229804,0.690068,0.629638,0.0248675,0.9025
1165,283.121,2,5.04846,0.62845,21.1843,5.01201,28.1947,0.218214,0.229822,0.690088,0.629772,0.0248677,0.9025
1166,287.664,2,5.04841,0.628513,21.1835,5.01214,28.1948,0.218211,0.229818,0.690127,0.629808,0.0248683,0.9025
1167,281.062,2,5.04836,0.628508,21.1828,5.01231,28.1952,0.218212,0.229821,0.690199,0.629889,0.0248678,0.9025
1168,287.015,2,5.04833,0.62861,21.1819,5.01257,28.1937,0.218204,0.229801,0.690248,0.629819,0.0248683,0.9025
1169,287.562,2,5.04826,0.628727,21.1809,5.013,28.1925,0.218193,0.229798,0.690284,0.629813,0.0248689,0.9025
1170,288.558,2,5.04823,0.628741,21.18,5.01327,28.1903,0.218188,0.229816,0.690259,0.629885,0.0248699,0.9025
1171,286.24,2,5.04821,0.628744,21.1793,5.01364,28.188,0.218197,0.229832,0.690253,0.629897,0.02487,0.9025
1172,286.777,2,5.04821,0.628735,21.1786,5.01395,28.1854,0.2182,0.229842,0.690294,0.629941,0.0248703,0.9025
1173,288.386,2,5.04821,0.628764,21.1783,5.01423,28.1848,0.218208,0.229838,0.690299,0.62993,0.0248711,0.9025
1174,296.495,2,5.04821,0.628751,21.178,5.0144,28.1825,0.218212,0.229872,0.690284,0.629984,0.0248728,0.9025
1175,278.772,2,5.04822,0.628724,21.1778,5.01455,28.1814,0.218219,0.229903,0.690262,0.630071,0.024872,0.9025
1176,281.24,2,5.04825,0.628698,21.1771,5.01505,28.1816,0.218228,0.229935,0.690335,0.630167,0.0248711,0.9025
1177,280.66,2,5.04825,0.62873,21.1766,5.01549,28.181,0.218232,0.229958,0.69034,0.630213,0.0248703,0.9025
1178,279.052,2,5.04822,0.628677,21.1763,5.01532,28.1807,0.218238,0.22997,0.690288,0.630234,0.0248697,0.9025
1179,278.721,2,5.04824,0.628615,21.1764,5.01512,28.1805,0.218224,0.230003,0.690257,0.630257,0.0248689,0.9025
1180,278.216,2,5.04823,0.628565,21.1763,5.01474,28.1804,0.218221,0.230008,0.690238,0.630198,0.0248679,0.9025
1181,275.368,2,5.04822,0.62854,21.1763,5.01447,28.1804,0.218225,0.230005,0.690241,0.630153,0.0248664,0.9025
1182,276.928,2,5.04819,0.62858,21.1766,5.014,28.1818,0.218224,0.230017,0.690232,0.630138,0.0248652,0.9025
1183,273.063,2,5.04814,0.628582,21.1767,5.01348,28.1837,0.218229,0.230052,0.690182,0.630187,0.0248633,0.9025
1184,282.215,2,5.0481,0.628588,21.1768,5.01344,28.1846,0.21824,0.230076,0.69023,0.630186,0.0248622,0.9025
1185,279.383,2,5.0481,0.628576,21.1771,5.01336,28.1854,0.218237,0.230085,0.690263,0.630194,0.0248614,0.9025
1186,279.517,2,5.04815,0.628514,21.1773,5.01365,28.1864,0.218228,0.2301,0.690243,0.630146,0.0248606,0.9025
1187,281.214,2,5.0482,0.628492,21.1775,5.01368,28.1877,0.218226,0.230087,0.690216,0.630037,0.0248603,0.9025
1188,278.378,2,5.04821,0.628508,21.1779,5.01353,28.1884,0.218216,0.230071,0.690186,0.629997,0.02486,0.9025
1189,272.578,2,5.0482,0.628479,21.178,5.01332,28.1871,0.218212,0.230078,0.690148,0.629959,0.0248582,0.9025
1190,279.244,2,5.04822,0.62848,21.1782,5.0134,28.1867,0.218211,0.230089,0.690102,0.629936,0.0248576,0.9025
1191,276.544,2,5.04822,0.628465,21.1783,5.01349,28.187,0.218221,0.230115,0.690043,0.629965,0.0248564,0.9025
1192,284.193,2,5.04823,0.628421,21.1783,5.01361,28.1877,0.218227,0.230115,0.69003,0.630048,0.0248569,0.9025
1193,282.46,2,5.04823,0.628409,21.1789,5.01375,28.1889,0.218238,0.230104,0.690023,0.630014,0.0248566,0.9025
1194,285.156,2,5.04824,0.628353,21.179,5.0141,28.1886,0.218237,0.230113,0.690045,0.629999,0.0248566,0.9025
1195,283.053,2,5.04826,0.628225,21.1792,5.014,28.189,0.218241,0.230129,0.690039,0.629988,0.0248563,0.9025
1196,280.725,2,5.04825,0.628149,21.1797,5.01381,28.1917,0.218241,0.230132,0.690052,0.630057,0.024856,0.9025
1197,277.849,2,5.04825,0.628057,21.1804,5.01363,28.1932,0.218239,0.230119,0.690058,0.629937,0.0248549,0.9025
1198,276.697,2,5.04828,0.627969,21.1808,5.01356,28.1956,0.218229,0.230123,0.690107,0.629955,0.0248538,0.9025
1199,270.656,2,5.0483,0.627875,21.1809,5.01331,28.1981,0.218221,0.230124,0.690139,0.629958,0.0248517,0.9025
1200,280.588,2,5.0483,0.627834,21.1811,5.01322,28.1989,0.218226,0.230151,0.690204,0.629993,0.0248506,0.9025
1201,285.241,2,5.04829,0.627775,21.1808,5.0131,28.1999,0.218223,0.230184,0.690255,0.630074,0.0248505,0.9025
1202,282.254,2,5.04827,0.627754,21.1806,5.01311,28.1984,0.218228,0.230199,0.690306,0.63011,0.0248499,0.9025
1203,281.852,2,5.04827,0.627755,21.1806,5.01299,28.1975,0.218233,0.230213,0.690307,0.630117,0.0248494,0.9025
1204,275.26,2,5.04826,0.627687,21.1805,5.01283,28.1976,0.21823,0.230233,0.6903,0.630108,0.0248479,0.9025
1205,282.679,2,5.04824,0.627637,21.1806,5.0127,28.1969,0.218243,0.230272,0.690302,0.630186,0.0248472,0.9025
1206,286.307,2,5.04826,0.627508,21.1803,5.01309,28.1966,0.218254,0.23033,0.690322,0.630239,0.0248468,0.9025
1207,284.941,2,5.04823,0.627417,21.1799,5.01334,28.1981,0.218267,0.230375,0.690294,0.630313,0.0248465,0.9025
1208,285.868,2,5.04825,0.627335,21.1801,5.0134,28.1996,0.218273,0.230387,0.690313,0.630287,0.0248465,0.9025
1209,281.19,2,5.04824,0.627285,21.1802,5.0135,28.1998,0.218279,0.230383,0.690349,0.630272,0.0248458,0.9025
1210,281.109,2,5.04826,0.627222,21.1804,5.01367,28.2004,0.218293,0.230398,0.690404,0.630258,0.0248447,0.9025
1211,281.354,2,5.04826,0.627163,21.1807,5.01366,28.201,0.218298,0.230409,0.690418,0.630277,0.0248441,0.9025
1212,284.703,2,5.04824,0.627115,21.1802,5.0137,28.2007,0.218296,0.230434,0.690434,0.630317,0.024844,0.9025
1213,290.556,2,5.04821,0.627119,21.18,5.01386,28.2016,0.218305,0.230433,0.690491,0.630279,0.0248445,0.9025
1214,292.044,2,5.04816,0.627157,21.18,5.01395,28.1994,0.21831,0.230424,0.690551,0.630213,0.0248453,0.9025
1215,287.081,2,5.04813,0.627144,21.179,5.01433,28.1997,0.218311,0.23043,0.690662,0.630171,0.024845,0.9025
1216,285.19,2,5.04813,0.627097,21.178,5.01477,28.1987,0.218308,0.230435,0.690794,0.630203,0.0248447,0.9025
1217,279.634,2,5.04811,0.627158,21.1774,5.01488,28.1985,0.218315,0.230449,0.690857,0.630268,0.0248438,0.9025
1218,277.413,2,5.0481,0.62715,21.1774,5.01482,28.199,0.218321,0.23047,0.690896,0.63031,0.0248424,0.9025
1219,293.247,2,5.04805,0.627148,21.1773,5.01463,28.1994,0.218329,0.230493,0.690918,0.630281,0.0248431,0.9025
1220,291.895,2,5.04798,0.627208,21.1773,5.01419,28.1997,0.218336,0.23051,0.690955,0.630231,0.0248436,0.9025
1221,290.369,2,5.04796,0.627266,21.1772,5.01371,28.1998,0.218334,0.230529,0.690946,0.63019,0.0248444,0.9025
1222,293.575,2,5.04795,0.627229,21.1773,5.01333,28.2004,0.218337,0.230542,0.69095,0.63017,0.0248456,0.9025
1223,282.417,2,5.04794,0.627243,21.1776,5.0131,28.2006,0.21834,0.230537,0.690963,0.630164,0.0248455,0.9025
1224,288.939,2,5.04792,0.627259,21.1779,5.01284,28.2021,0.218344,0.230523,0.69094,0.630151,0.0248465,0.9025
1225,285.941,2,5.04787,0.627212,21.1779,5.01244,28.2043,0.21835,0.23053,0.69095,0.630224,0.0248469,0.9025
1226,282.795,2,5.04783,0.627161,21.1779,5.01194,28.2044,0.218355,0.230567,0.690866,0.630272,0.0248468,0.9025
1227,276.807,2,5.04783,0.627069,21.1782,5.01156,28.2055,0.21836,0.23059,0.690809,0.630358,0.0248461,0.9025
1228,282.418,2,5.04781,0.626965,21.1777,5.01192,28.2045,0.218362,0.230589,0.690882,0.630399,0.0248456,0.9025
1229,283.682,2,5.04782,0.626897,21.1773,5.01202,28.2067,0.218364,0.230592,0.690929,0.630423,0.0248454,0.9025
1230,284.169,2,5.04779,0.626902,21.177,5.0121,28.2077,0.218372,0.230583,0.690932,0.630436,0.0248456,0.9025
1231,282.439,2,5.04778,0.626861,21.1766,5.0121,28.2086,0.218376,0.230571,0.690923,0.630472,0.0248458,0.9025
1232,281.311,2,5.04777,0.626862,21.177,5.0119,28.2083,0.218379,0.230554,0.690879,0.630418,0.0248457,0.9025
1233,280.715,2,5.04778,0.626886,21.1776,5.01179,28.2083,0.218375,0.230565,0.690807,0.630322,0.0248453,0.9025
1234,274.178,2,5.04779,0.62694,21.1774,5.012,28.2079,0.218375,0.230573,0.690772,0.630354,0.0248441,0.9025
1235,284.634,2,5.0478,0.626974,21.1772,5.01207,28.2062,0.218374,0.230583,0.690729,0.630398,0.0248445,0.9025
1236,280.578,2,5.04778,0.627021,21.1775,5.01189,28.2047,0.218378,0.230599,0.690671,0.630363,0.024844,0.9025
1237,282.742,2,5.04779,0.627047,21.1775,5.01192,28.2043,0.218378,0.230614,0.690658,0.630381,0.0248438,0.9025
1238,284.923,2,5.04778,0.626981,21.1773,5.01188,28.2057,0.218376,0.230614,0.690673,0.630403,0.0248441,0.9025
1239,279.689,2,5.04777,0.626952,21.1776,5.01157,28.2069,0.218375,0.230597,0.690634,0.630369,0.024844,0.9025
1240,276.607,2,5.04777,0.62689,21.1774,5.01129,28.2076,0.218373,0.2306,0.690648,0.630361,0.0248429,0.9025
1241,280.492,2,5.04775,0.62683,21.1772,5.01123,28.2072,0.218376,0.230592,0.690616,0.63035,0.0248426,0.9025
1242,284.686,2,5.04773,0.626841,21.1767,5.01115,28.2078,0.218372,0.230579,0.690702,0.630326,0.0248426,0.9025
1243,287.309,2,5.0477,0.626843,21.1764,5.01085,28.2076,0.218369,0.230565,0.690775,0.630325,0.0248431,0.9025
1244,280.311,2,5.04767,0.626921,21.1764,5.01066,28.2076,0.218369,0.230527,0.690781,0.63031,0.0248431,0.9025
1245,283.95,2,5.04763,0.62698,21.1763,5.01061,28.2066,0.218369,0.230505,0.690764,0.630355,0.0248437,0.9025
1246,289.119,2,5.04764,0.627031,21.176,5.01078,28.2059,0.218381,0.230504,0.690787,0.630363,0.0248443,0.9025
1247,289.682,2,5.04768,0.627055,21.1763,5.01086,28.2058,0.218391,0.230496,0.690788,0.630315,0.0248452,0.9025
1248,280.11,2,5.04769,0.627031,21.176,5.01094,28.2065,0.218384,0.230484,0.69077,0.630295,0.024845,0.9025
1249,280.576,2,5.04766,0.627056,21.1762,5.01079,28.2063,0.218385,0.230473,0.690702,0.630246,0.0248449,0.9025
1250,281.082,2,5.04767,0.627031,21.1759,5.01098,28.2057,0.218379,0.230474,0.690714,0.630236,0.0248446,0.9025
1251,289.493,2,5.04766,0.626984,21.1754,5.01123,28.2057,0.218376,0.230479,0.690741,0.630239,0.0248454,0.9025
1252,283.801,2,5.04765,0.626945,21.1753,5.01132,28.2061,0.218379,0.230472,0.690728,0.630177,0.0248453,0.9025
1253,281.503,2,5.04766,0.626875,21.1752,5.01122,28.2062,0.21838,0.230495,0.69072,0.63021,0.0248449,0.9025
1254,283.67,2,5.04768,0.6268,21.175,5.01162,28.2046,0.218382,0.230495,0.690722,0.630179,0.0248448,0.9025
1255,292.307,2,5.04773,0.626655,21.1749,5.01186,28.2039,0.218381,0.230527,0.690695,0.630149,0.0248456,0.9025
1256,279.174,2,5.04778,0.626555,21.1753,5.01207,28.2038,0.218384,0.230542,0.690691,0.630104,0.0248446,0.9025
1257,281.652,2,5.04783,0.626455,21.1756,5.01235,28.2025,0.218386,0.230534,0.690702,0.630061,0.0248443,0.9025
1258,278.841,2,5.04786,0.626322,21.1759,5.01234,28.2029,0.218392,0.230554,0.690647,0.630014,0.0248433,0.9025
1259,282.179,2,5.04794,0.626207,21.1762,5.01246,28.2026,0.218397,0.230572,0.690645,0.629988,0.0248428,0.9025
1260,288.235,2,5.048,0.62612,21.1763,5.01254,28.2023,0.218399,0.230584,0.690638,0.629978,0.0248434,0.9025
1261,284.733,2,5.04804,0.626001,21.1761,5.01258,28.2031,0.218401,0.230597,0.690611,0.629995,0.0248437,0.9025
1262,284.972,2,5.04805,0.625995,21.1757,5.0126,28.2027,0.218402,0.230592,0.690628,0.629979,0.0248439,0.9025
1263,278.94,2,5.04804,0.626028,21.1757,5.0124,28.2023,0.218406,0.230572,0.690589,0.629903,0.0248434,0.9025
1264,277.189,2,5.04801,0.62605,21.1761,5.01207,28.2022,0.21841,0.230553,0.690548,0.629841,0.0248427,0.9025
1265,278.747,2,5.048,0.626074,21.1763,5.01191,28.2036,0.218406,0.230534,0.690497,0.629777,0.0248425,0.9025
1266,281.819,2,5.04801,0.626086,21.1766,5.0119,28.2036,0.2184,0.230519,0.690436,0.629695,0.0248426,0.9025
1267,281.283,2,5.04802,0.626084,21.1771,5.01184,28.2036,0.218392,0.230491,0.690367,0.629567,0.0248429,0.9025
1268,278.124,2,5.04808,0.626027,21.1778,5.01181,28.204,0.218388,0.230477,0.690337,0.629521,0.0248425,0.9025
1269,280.147,2,5.04814,0.625916,21.1785,5.01191,28.2035,0.218382,0.230483,0.690344,0.629531,0.0248421,0.9025
1270,281.733,2,5.04816,0.625911,21.1791,5.01182,28.2049,0.218379,0.230473,0.690298,0.629514,0.0248423,0.9025
1271,286.949,2,5.04815,0.625914,21.1796,5.01172,28.205,0.218378,0.23047,0.690267,0.629517,0.0248431,0.9025
1272,288.595,2,5.04814,0.625886,21.1795,5.01154,28.2055,0.218377,0.230471,0.690239,0.62954,0.0248441,0.9025
1273,289.259,2,5.04809,0.625933,21.1797,5.01144,28.2068,0.21838,0.230444,0.69022,0.629457,0.024845,0.9025
1274,285.101,2,5.04804,0.625952,21.1801,5.011,28.2095,0.218384,0.230443,0.690178,0.629389,0.0248451,0.9025
1275,284.642,2,5.048,0.625928,21.1806,5.01046,28.2101,0.218386,0.230462,0.690139,0.629416,0.0248453,0.9025
1276,286.724,2,5.04799,0.625906,21.181,5.01007,28.2119,0.218387,0.230475,0.690103,0.629425,0.0248458,0.9025
1277,279.084,2,5.04795,0.625895,21.1815,5.00968,28.2144,0.218387,0.230477,0.690093,0.62939,0.024845,0.9025
1278,271.261,2,5.04793,0.625861,21.1819,5.00913,28.2144,0.218386,0.230457,0.690056,0.629353,0.0248437,0.9025
1279,267.558,2,5.04791,0.62582,21.1823,5.00871,28.2163,0.218386,0.230436,0.690002,0.629343,0.0248419,0.9025
1280,283.037,2,5.04789,0.625817,21.1826,5.00835,28.2169,0.21839,0.230412,0.690007,0.629319,0.0248421,0.9025
1281,282.802,2,5.04789,0.625819,21.1833,5.00824,28.2174,0.218392,0.230404,0.690063,0.629324,0.0248418,0.9025
1282,285.565,2,5.04789,0.625814,21.1841,5.00791,28.2177,0.218395,0.230395,0.690104,0.629397,0.0248423,0.9025
1283,285.393,2,5.04789,0.625764,21.1843,5.00765,28.2197,0.218395,0.230416,0.690175,0.629499,0.0248424,0.9025
1284,283.98,2,5.04789,0.625686,21.1839,5.00764,28.2204,0.218392,0.230433,0.690234,0.629576,0.0248422,0.9025
1285,290.031,2,5.04785,0.625681,21.1839,5.00746,28.2229,0.218401,0.230447,0.690291,0.629666,0.0248429,0.9025
1286,276.104,2,5.04787,0.625665,21.1844,5.00721,28.2239,0.2184,0.230441,0.690268,0.629656,0.0248421,0.9025
1287,280.252,2,5.04785,0.625639,21.1844,5.00703,28.223,0.218397,0.230457,0.690266,0.629639,0.0248414,0.9025
1288,280.914,2,5.04784,0.625638,21.1841,5.00713,28.2232,0.218395,0.230463,0.690288,0.629657,0.024841,0.9025
1289,280.401,2,5.04782,0.62571,21.1842,5.00726,28.2231,0.21839,0.230451,0.690314,0.6296,0.0248405,0.9025
1290,283.034,2,5.0478,0.625709,21.1843,5.00709,28.2236,0.218387,0.230461,0.690305,0.629656,0.0248406,0.9025
1291,282.666,2,5.04778,0.625647,21.1842,5.00706,28.2245,0.218384,0.230491,0.690295,0.629687,0.0248402,0.9025
1292,275.214,2,5.04775,0.625624,21.1838,5.00703,28.225,0.218376,0.230505,0.690265,0.629737,0.0248393,0.9025
1293,282.713,2,5.04775,0.625655,21.1835,5.00708,28.2249,0.218371,0.230497,0.690231,0.629736,0.0248396,0.9025
1294,280.773,2,5.04777,0.625659,21.1836,5.00684,28.2232,0.218365,0.230499,0.690194,0.629746,0.0248397,0.9025
1295,281.612,2,5.04776,0.625748,21.1837,5.00663,28.2241,0.218373,0.230485,0.690161,0.629758,0.0248398,0.9025
1296,275.495,2,5.04777,0.625745,21.1836,5.00674,28.2239,0.218374,0.230501,0.690175,0.629802,0.0248385,0.9025
1297,285.965,2,5.04776,0.625771,21.1833,5.00698,28.2222,0.21837,0.2305,0.69025,0.629823,0.0248387,0.9025
1298,286.724,2,5.04778,0.625718,21.1835,5.00691,28.2222,0.218362,0.230528,0.690265,0.629864,0.024839,0.9025
1299,279.987,2,5.04779,0.625621,21.1833,5.00684,28.224,0.218361,0.230569,0.690253,0.629929,0.0248382,0.9025
1300,280.281,2,5.04779,0.6256,21.1835,5.00676,28.2253,0.218357,0.230577,0.690263,0.629963,0.0248378,0.9025
1301,277.981,2,5.0478,0.625546,21.1839,5.00677,28.2259,0.21836,0.230586,0.690286,0.629943,0.0248367,0.9025
1302,282.075,2,5.0478,0.625493,21.1836,5.00689,28.2259,0.218355,0.230597,0.690283,0.629981,0.0248366,0.9025
1303,276.282,2,5.04777,0.625531,21.1833,5.00672,28.2262,0.21835,0.230595,0.690215,0.629962,0.024836,0.9025
1304,283.558,2,5.04778,0.625537,21.1832,5.00685,28.2275,0.218346,0.230596,0.690247,0.629995,0.0248361,0.9025
1305,283.614,2,5.04777,0.625529,21.1831,5.00698,28.2268,0.21834,0.230601,0.690253,0.629953,0.024836,0.9025
1306,287.045,2,5.04778,0.625486,21.1829,5.00697,28.2273,0.218338,0.2306,0.690275,0.629837,0.0248361,0.9025
1307,282.049,2,5.04777,0.62552,21.183,5.00682,28.2275,0.218333,0.230578,0.690338,0.629772,0.0248358,0.9025
1308,283.119,2,5.04777,0.625536,21.1833,5.00677,28.2265,0.218331,0.230568,0.690389,0.629699,0.0248355,0.9025
1309,286.328,2,5.04775,0.625526,21.183,5.00691,28.2273,0.218333,0.230556,0.690441,0.629653,0.0248356,0.9025
1310,282.693,2,5.04774,0.625538,21.1827,5.00702,28.2266,0.218334,0.230518,0.690535,0.629609,0.0248354,0.9025
1311,286.632,2,5.04775,0.625541,21.1827,5.00692,28.2265,0.218327,0.230504,0.690535,0.629578,0.0248361,0.9025
1312,288.291,2,5.04774,0.625497,21.1827,5.00689,28.2259,0.218328,0.230507,0.69053,0.629561,0.0248367,0.9025
1313,288.56,2,5.04775,0.625464,21.1824,5.00686,28.2252,0.218317,0.230497,0.690524,0.629487,0.0248375,0.9025
1314,285.827,2,5.04774,0.625447,21.1827,5.00687,28.2253,0.218312,0.230483,0.690509,0.629386,0.0248378,0.9025
1315,284.98,2,5.04774,0.625429,21.1824,5.00698,28.2242,0.218311,0.230473,0.690542,0.629367,0.024838,0.9025
1316,289.312,2,5.04769,0.625473,21.1822,5.00696,28.2249,0.21831,0.230424,0.690594,0.62934,0.0248391,0.9025
1317,283.586,2,5.04764,0.625512,21.1819,5.00697,28.2249,0.218304,0.230377,0.690673,0.629313,0.0248394,0.9025
1318,286.472,2,5.04762,0.625491,21.1815,5.00696,28.2255,0.218296,0.230381,0.690734,0.629355,0.0248397,0.9025
1319,291.212,2,5.0476,0.625527,21.1816,5.00714,28.2255,0.218293,0.230377,0.690795,0.629333,0.0248405,0.9025
1320,290.584,2,5.04755,0.625503,21.1809,5.00716,28.2258,0.21829,0.230373,0.690878,0.629345,0.0248412,0.9025
1321,285.184,2,5.0475,0.625493,21.1806,5.00716,28.2263,0.218284,0.230372,0.690915,0.629386,0.0248414,0.9025
1322,288.14,2,5.04747,0.625455,21.1805,5.00691,28.2275,0.218279,0.230375,0.690887,0.629401,0.0248423,0.9025
1323,280.007,2,5.04749,0.625391,21.1803,5.00678,28.2278,0.218276,0.23038,0.690875,0.629444,0.0248421,0.9025
1324,282.192,2,5.04747,0.625423,21.1807,5.00643,28.2281,0.218278,0.230382,0.690818,0.629459,0.0248422,0.9025
1325,289.86,2,5.04744,0.625425,21.1807,5.00615,28.2275,0.218284,0.230398,0.690792,0.629449,0.0248428,0.9025
1326,285.876,2,5.04743,0.625384,21.1807,5.00631,28.2274,0.218285,0.230408,0.690767,0.629374,0.0248428,0.9025
1327,288.57,2,5.04742,0.625396,21.1807,5.00635,28.2278,0.218279,0.230383,0.690732,0.629241,0.0248438,0.9025
1328,282.37,2,5.04747,0.625398,21.1811,5.00643,28.2267,0.218268,0.230375,0.690699,0.629242,0.0248442,0.9025
1329,290.536,2,5.04754,0.625359,21.181,5.00668,28.2252,0.218262,0.230366,0.69069,0.629268,0.0248456,0.9025
1330,283.627,2,5.0476,0.625293,21.181,5.00696,28.2237,0.218255,0.230376,0.690661,0.629265,0.0248458,0.9025
1331,282.005,2,5.0476,0.625235,21.1809,5.0071,28.2224,0.218255,0.230381,0.690601,0.629202,0.0248456,0.9025
1332,274.733,2,5.0476,0.625212,21.1807,5.0073,28.222,0.21826,0.23039,0.690532,0.629213,0.0248446,0.9025
1333,278.742,2,5.04762,0.625191,21.1808,5.00743,28.2206,0.218265,0.230403,0.690468,0.629181,0.0248439,0.9025
1334,277.522,2,5.04764,0.62515,21.1808,5.00751,28.2199,0.218262,0.230404,0.690413,0.62916,0.0248434,0.9025
1335,281.568,2,5.04768,0.625112,21.1807,5.00764,28.2191,0.218263,0.230415,0.690342,0.629155,0.0248434,0.9025
1336,285.986,2,5.04773,0.625141,21.1813,5.00801,28.2196,0.218269,0.230403,0.69027,0.629111,0.0248441,0.9025
1337,286.936,2,5.0478,0.625181,21.1822,5.00803,28.2187,0.218266,0.230383,0.690205,0.629066,0.0248452,0.9025
1338,277.401,2,5.04783,0.625199,21.1825,5.00808,28.2205,0.218266,0.230382,0.690121,0.629125,0.0248451,0.9025
1339,285.021,2,5.04785,0.625193,21.183,5.00801,28.2199,0.218269,0.230385,0.690085,0.629144,0.0248456,0.9025
1340,288.281,2,5.04785,0.625175,21.1832,5.00812,28.2217,0.218273,0.230379,0.690039,0.629133,0.0248465,0.9025
1341,280.586,2,5.04787,0.625162,21.1833,5.00809,28.2212,0.218273,0.230381,0.689968,0.629212,0.0248468,0.9025
1342,280.328,2,5.0479,0.625216,21.1838,5.00808,28.2214,0.21827,0.230372,0.689866,0.629191,0.0248471,0.9025
1343,280.975,2,5.0479,0.625241,21.1844,5.00786,28.2221,0.218272,0.23037,0.689798,0.629125,0.0248469,0.9025
1344,286.373,2,5.04792,0.62522,21.1844,5.00762,28.222,0.218274,0.230383,0.689742,0.629127,0.0248474,0.9025
1345,284.896,2,5.04797,0.62523,21.1849,5.00752,28.2229,0.218269,0.230373,0.689698,0.62911,0.0248481,0.9025
1346,273.898,2,5.04798,0.625241,21.1847,5.00762,28.2216,0.218269,0.230376,0.689758,0.629143,0.0248466,0.9025
1347,281.115,2,5.04798,0.625274,21.1844,5.00772,28.2221,0.218272,0.230375,0.689777,0.629189,0.0248464,0.9025
1348,279.763,2,5.048,0.625245,21.184,5.00774,28.223,0.218274,0.230387,0.689808,0.629286,0.024846,0.9025
1349,281.783,2,5.04801,0.625194,21.1837,5.00801,28.2238,0.218282,0.230402,0.68987,0.629358,0.0248454,0.9025
1350,284.769,2,5.04798,0.625227,21.1839,5.00775,28.2257,0.218277,0.230409,0.689949,0.629478,0.0248456,0.9025
1351,281.174,2,5.04794,0.625267,21.184,5.00762,28.2267,0.218283,0.230418,0.69,0.629574,0.0248452,0.9025
1352,274.522,2,5.04793,0.625286,21.1835,5.00776,28.2268,0.218284,0.230398,0.690008,0.629606,0.0248444,0.9025
1353,275.882,2,5.04791,0.62531,21.1833,5.00774,28.2271,0.218286,0.230376,0.689994,0.62963,0.0248438,0.9025
1354,280.577,2,5.0479,0.625289,21.1835,5.00787,28.2278,0.218294,0.230386,0.69001,0.629665,0.0248432,0.9025
1355,280.733,2,5.0479,0.625251,21.1835,5.00809,28.2287,0.218302,0.230387,0.690038,0.629749,0.0248429,0.9025
1356,290.142,2,5.04795,0.625241,21.1841,5.00802,28.2291,0.218302,0.23039,0.690024,0.629759,0.024844,0.9025
1357,292.753,2,5.04799,0.625205,21.1847,5.00792,28.2275,0.218303,0.230395,0.689972,0.629736,0.0248453,0.9025
1358,290.294,2,5.04799,0.625208,21.1851,5.00772,28.2273,0.21831,0.230406,0.689955,0.629735,0.024846,0.9025
1359,282.401,2,5.048,0.625242,21.1852,5.0077,28.2275,0.218314,0.230425,0.689927,0.629785,0.024846,0.9025
1360,281.748,2,5.04802,0.625324,21.1855,5.00769,28.2268,0.218316,0.230431,0.689955,0.629786,0.0248455,0.9025
1361,284.961,2,5.04802,0.625336,21.1859,5.00765,28.2278,0.218327,0.230439,0.690002,0.629765,0.0248451,0.9025
1362,279.032,2,5.04803,0.625405,21.1862,5.00786,28.2271,0.218333,0.230424,0.690021,0.62977,0.0248446,0.9025
1363,282.024,2,5.04804,0.625501,21.1864,5.00785,28.2272,0.218331,0.230411,0.69004,0.62978,0.0248447,0.9025
1364,284.645,2,5.04806,0.625538,21.1866,5.00758,28.2273,0.218336,0.230403,0.690015,0.629747,0.024845,0.9025
1365,281.729,2,5.04809,0.625514,21.1869,5.00753,28.2267,0.218333,0.230402,0.690022,0.629693,0.0248446,0.9025
1366,278.369,2,5.04808,0.625544,21.1867,5.00763,28.2272,0.218337,0.230388,0.690074,0.629718,0.0248439,0.9025
1367,282.069,2,5.04807,0.625615,21.1864,5.00773,28.2279,0.218339,0.230373,0.690138,0.629741,0.0248437,0.9025
1368,284.713,2,5.04808,0.62563,21.1864,5.00783,28.2274,0.218335,0.230363,0.690132,0.629769,0.0248443,0.9025
1369,289.854,2,5.04808,0.625588,21.1859,5.00811,28.2265,0.218341,0.230375,0.690138,0.629765,0.0248448,0.9025
1370,284.726,2,5.04806,0.62562,21.1854,5.00835,28.2266,0.218343,0.230357,0.690208,0.629688,0.0248446,0.9025
1371,289.403,2,5.04803,0.625652,21.1849,5.00854,28.2265,0.218344,0.230345,0.690301,0.629642,0.0248449,0.9025
1372,284.081,2,5.048,0.625676,21.1849,5.00852,28.225,0.21835,0.230346,0.690329,0.629565,0.0248445,0.9025
1373,284.13,2,5.04802,0.625652,21.1851,5.00851,28.2256,0.218346,0.230353,0.690324,0.629485,0.0248443,0.9025
1374,285.725,2,5.04804,0.625606,21.1852,5.00854,28.2262,0.218346,0.230356,0.690353,0.629481,0.0248444,0.9025
1375,285.738,2,5.04806,0.625555,21.1857,5.00833,28.2262,0.218348,0.230369,0.690331,0.629481,0.0248446,0.9025
1376,287.141,2,5.04802,0.625578,21.1859,5.00819,28.2282,0.218357,0.230372,0.690366,0.629417,0.0248445,0.9025
